X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
-90.9685150398,37.3635470319,train,0.004010913230327556,99.59625111087571,0.6735961188820443
-91.8873612425,36.7744059599,train,0.0036126342324617183,90.15748623123801,0.6501988625875962
-91.68555,36.70138,train,0.0038395065370743957,97.63652772672474,0.6639217075631001
-90.3451521487,37.4786530497,train,0.002637748598410765,55.045615114201446,0.5757625425395576
-90.995,37.4825,train,0.0037812221036981177,95.34517561748083,0.6605000722282907
-91.0752285608,38.4130608425,train,0.0035535740281915818,87.6458779754581,0.6464406662576868
-91.9775,37.92611,train,0.0034508720688067106,84.13225700974535,0.6397094285352876
-94.44333,36.65055,train,0.002456095329613018,46.14060760391508,0.5582466162619206
-90.53722,37.96027,train,0.0034582488403606844,84.47793060960275,0.6402014450060796
-90.32361,36.88916,train,0.0026268514944487948,54.781910336956116,0.5747510461085811
-93.0422099779,36.6543815854,train,0.003133742929806319,72.62806663921377,0.6172056436885739
-94.257842,36.337987,train,0.002490146416827957,47.871675628301574,0.5616393007576197
-93.22653,33.215092,train,0.002338817472247819,41.80819383790151,0.5461487025007883
-95.561957,33.14902,train,0.0013573603853156248,16.745706579930758,0.4112060547486949
-93.302881,33.666725,train,0.002073260917914559,33.60634862957928,0.5161441173087015
-93.75416,36.54805,train,0.0033608367760273295,81.40347370425717,0.633593966277169
-91.929077,34.26921,train,0.0015257128640638652,20.099667120154404,0.43977826266497505
-91.793382,37.877679,train,0.0035927616363259055,89.07564710647617,0.6489432543923322
-93.850139,31.342577,train,0.003314072062802524,79.40083017014703,0.6303349216089041
-92.771901,38.029498,train,0.0029914242908173233,68.65926779950595,0.6061663542802456
-91.376344,34.288872,train,0.0017591303601935553,23.569749419834835,0.475094580303905
-90.5371904049,38.2646741212,train,0.003536638401387682,85.87167555068604,0.645348051840303
-91.911006,36.094609,train,0.002869298947775878,66.31229917588982,0.5961729132629153
-92.674589,34.648426,train,0.002675100330713634,56.90536121419302,0.5791934048786711
-95.381557,32.781919,train,0.0014285489006965308,18.02670956350298,0.4236360531625341
