Species, X, Y
Ruellia_pedunculata, -92.874984, 37.283639
Ruellia_pedunculata, -90.461233, 37.112881
Ruellia_pedunculata, -90.709862, 30.820396
Ruellia_pedunculata, -93.55815, 31.55972
Ruellia_pedunculata, -89.472078, 30.389164
Ruellia_pedunculata, -92.827953, 30.655811
Ruellia_pedunculata, -92.208876, 37.824976
Ruellia_pedunculata, -93.1131, 36.5453
Ruellia_pedunculata, -93.187493, 36.969668
Ruellia_pedunculata, -93.07527, 34.50361
Ruellia_pedunculata, -93.831493, 36.712987
Ruellia_pedunculata, -93.879918, 32.579177
Ruellia_pedunculata, -90.866399, 36.659253
Ruellia_pedunculata, -90.771434, 35.300011
Ruellia_pedunculata, -89.684392, 37.383342
Ruellia_pedunculata, -92.310815, 34.7701
Ruellia_pedunculata, -92.695052, 35.263495
Ruellia_pedunculata, -85.670694, 30.613161
Ruellia_pedunculata, -90.9685150398, 37.3635470319
Ruellia_pedunculata, -90.3742, 38.2038
Ruellia_pedunculata, -92.28638, 36.58666
Ruellia_pedunculata, -90.90222, 37.72805
Ruellia_pedunculata, -91.7931007662, 37.8800924693
Ruellia_pedunculata, -92.5907402152, 37.6600007185
Ruellia_pedunculata, -90.7729139258, 37.5565019858
Ruellia_pedunculata, -91.37888, 36.86416
Ruellia_pedunculata, -91.8873612425, 36.7744059599
Ruellia_pedunculata, -93.7225, 37.18055
Ruellia_pedunculata, -92.466850592, 37.2730741402
Ruellia_pedunculata, -90.0268063797, 37.3226504369
Ruellia_pedunculata, -91.96412, 37.316944
Ruellia_pedunculata, -93.357749, 30.227817
Ruellia_pedunculata, -90.403177, 36.715105
Ruellia_pedunculata, -94.24637, 35.579452
Ruellia_pedunculata, -90.314064, 35.212638
Ruellia_pedunculata, -88.929541, 37.730326
Ruellia_pedunculata, -90.041543, 30.852029
Ruellia_pedunculata, -91.498327, 37.609434
Ruellia_pedunculata, -93.989511, 34.089827
Ruellia_pedunculata, -88.923508, 38.300731
Ruellia_pedunculata, -88.198527, 30.68435
Ruellia_pedunculata, -91.30262, 37.976644
Ruellia_pedunculata, -92.444115, 36.650875
Ruellia_pedunculata, -88.540789, 37.753784
Ruellia_pedunculata, -89.25875, 31.186842
Ruellia_pedunculata, -89.963627, 30.399051
Ruellia_pedunculata, -89.381489, 37.787522
Ruellia_pedunculata, -95.647441, 31.812084
Ruellia_pedunculata, -89.829108, 37.709086
Ruellia_pedunculata, -92.679917, 36.262962
Ruellia_pedunculata, -92.412131, 30.733084
Ruellia_pedunculata, -90.27833, 36.89416
Ruellia_pedunculata, -94.2925, 37.81555
Ruellia_pedunculata, -95.271428, 32.37525
Ruellia_pedunculata, -95.835238, 32.557969
Ruellia_pedunculata, -95.051014, 33.618415
Ruellia_pedunculata, -92.335289, 35.147169
Ruellia_pedunculata, -92.187914, 33.894438
Ruellia_pedunculata, -93.406902, 34.997776
Ruellia_pedunculata, -92.377575, 32.827147
Ruellia_pedunculata, -93.541961, 36.337153
Ruellia_pedunculata, -91.799735, 32.818017
Ruellia_pedunculata, -89.946349, 36.855619
Ruellia_pedunculata, -94.345845, 33.071051
Ruellia_pedunculata, -93.153957, 34.57332
Ruellia_pedunculata, -90.9626031633, 36.9421877582
