X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
-80.19361,25.77416,train,0.26998879480985677,65.45794539084986,0.7029405625377358
-82.738949,27.902616,train,0.3454201516791185,100.0,0.7517040182923833
