taxa,shapefile present,n occurences,date downloaded,Family,BONAP ID,Group
atriplex_coronata,shape,57,Wed Jan 28 17:38:40 2015,Amaranthaceae,BP002101,1
alternanthera_sessilis,shape,60,Wed Jan 28 16:56:10 2015,Amaranthaceae,BP000740,1
amaranthus_dubius,shape,62,Wed Jan 28 16:59:24 2015,Amaranthaceae,BP000769,1
gomphrena_globosa,shape,62,Thu Jan 29 04:13:28 2015,Amaranthaceae,BP009131,1
salsola_paulsenii,shape,63,Thu Jan 29 04:31:16 2015,Amaranthaceae,BP017847,1
salicornia_maritima,shape,67,Thu Jan 29 02:02:33 2015,Amaranthaceae,BP017736,1
celosia_nitida,shape,70,Wed Jan 28 18:41:33 2015,Amaranthaceae,BP004107,1
suckleya_suckleyana,shape,71,Thu Jan 29 05:58:53 2015,Amaranthaceae,BP019554,1
atriplex_acanthocarpa,shape,72,Wed Jan 28 17:39:46 2015,Amaranthaceae,BP002093,1
atriplex_glabriuscula,shape,72,Wed Jan 28 17:38:29 2015,Amaranthaceae,BP002092,1
amaranthus_blitum,shape,73,Wed Jan 28 16:58:11 2015,Amaranthaceae,BP000760,1
beta_vulgaris,shape,77,Wed Jan 28 17:46:14 2015,Amaranthaceae,BP002381,1
atriplex_wrightii,shape,78,Wed Jan 28 17:40:13 2015,Amaranthaceae,BP002172,1
amaranthus_caudatus,shape,81,Wed Jan 28 16:58:37 2015,Amaranthaceae,BP000764,1
atriplex_cuneata,shape,83,Wed Jan 28 17:38:49 2015,Amaranthaceae,BP002104,1
atriplex_falcata,shape,86,Wed Jan 28 17:39:00 2015,Amaranthaceae,BP002110,1
amaranthus_watsonii,shape,87,Wed Jan 28 17:02:41 2015,Amaranthaceae,BP000788,1
chenopodium_californicum,shape,87,Wed Jan 28 18:49:44 2015,Amaranthaceae,BP004344,1
amaranthus_cruentus,shape,88,Wed Jan 28 16:59:08 2015,Amaranthaceae,BP000767,1
blutaparon_vermiculare,shape,90,Thu Jan 29 04:57:29 2015,Amaranthaceae,BP002492,1
celosia_argentea,shape,91,Wed Jan 28 18:47:21 2015,Amaranthaceae,BP004105,1
amaranthus_australis,shape,93,Wed Jan 28 16:57:48 2015,Amaranthaceae,BP000758,1
amaranthus_greggii,shape,99,Wed Jan 28 16:59:51 2015,Amaranthaceae,BP000773,1
atriplex_saccaria,shape,101,Wed Jan 28 17:39:58 2015,Amaranthaceae,BP002096,1
atriplex_gmelinii,shape,103,Thu Jan 29 04:55:47 2015,Amaranthaceae,BP002116,1
amaranthus_californicus,shape,106,Wed Jan 28 16:58:26 2015,Amaranthaceae,BP000762,1
chenopodium_foliosum,shape,108,Wed Jan 28 18:51:42 2015,Amaranthaceae,BP002486,1
chenopodium_neomexicanum,shape,108,Wed Jan 28 18:50:40 2015,Amaranthaceae,BP004356,1
amaranthus_graecizans,shape,109,Wed Jan 28 16:57:21 2015,Amaranthaceae,BP000772,1
froelichia_interrupta,shape,109,Wed Jan 28 20:56:28 2015,Amaranthaceae,BP008663,1
atriplex_powellii,shape,110,Wed Jan 28 17:39:49 2015,Amaranthaceae,BP002134,1
alternanthera_caracasana,shape,114,Wed Jan 28 16:50:40 2015,Amaranthaceae,BP000733,1
nitrophila_occidentalis,shape,114,Wed Jan 28 23:38:08 2015,Amaranthaceae,BP013530,1
chenopodium_pallescens,shape,116,Wed Jan 28 18:54:46 2015,Amaranthaceae,BP004360,1
atriplex_truncata,shape,121,Thu Jan 29 04:56:01 2015,Amaranthaceae,BP002164,1
salicornia_depressa,shape,121,Thu Jan 29 02:00:36 2015,Amaranthaceae,BP017735,1
atriplex_parishii,shape,129,Wed Jan 28 17:39:43 2015,Amaranthaceae,BP002105,1
chenopodium_strictum,shape,133,Wed Jan 28 18:56:39 2015,Amaranthaceae,BP004364,1
chenopodium_vulvaria,shape,133,Wed Jan 28 18:56:47 2015,Amaranthaceae,BP004366,1
iresine_heterophylla,shape,133,Wed Jan 28 21:52:42 2015,Amaranthaceae,BP010331,1
atriplex_cristata,shape,136,Wed Jan 28 17:38:43 2015,Amaranthaceae,BP002135,1
suaeda_nigra,shape,137,Thu Jan 29 02:55:54 2015,Amaranthaceae,BP019546,1
chenopodium_watsonii,shape,144,Wed Jan 28 18:58:07 2015,Amaranthaceae,BP004367,1
salicornia_rubra,shape,147,Thu Jan 29 02:02:34 2015,Amaranthaceae,BP017737,1
salsola_collina,shape,154,Thu Jan 29 04:39:28 2015,Amaranthaceae,BP017844,1
atriplex_hymenelytra,shape,159,Wed Jan 28 17:39:14 2015,Amaranthaceae,BP002122,1
amaranthus_viridis,shape,160,Wed Jan 28 16:58:14 2015,Amaranthaceae,BP000792,1
atriplex_hortensis,shape,162,Thu Jan 29 04:55:47 2015,Amaranthaceae,BP002121,1
froelichia_arizonica,shape,162,Thu Jan 29 05:17:22 2015,Amaranthaceae,BP008658,1
atriplex_semibaccata,shape,163,Thu Jan 29 04:13:42 2015,Amaranthaceae,BP002154,1
gomphrena_caespitosa,shape,163,Wed Jan 28 17:23:45 2015,Amaranthaceae,BP009130,1
atriplex_micrantha,shape,181,Wed Jan 28 17:38:54 2015,Amaranthaceae,BP002132,1
salicornia_bigelovii,shape,184,Thu Jan 29 05:54:57 2015,Amaranthaceae,BP017734,1
suaeda_maritima,shape,187,Thu Jan 29 02:55:48 2015,Amaranthaceae,BP019544,1
gomphrena_nitida,shape,193,Wed Jan 28 21:13:58 2015,Amaranthaceae,BP009134,1
suaeda_linearis,shape,195,Thu Jan 29 02:55:41 2015,Amaranthaceae,BP019542,1
dysphania_pumilio,shape,201,Thu Jan 29 05:11:11 2015,Amaranthaceae,BP006920,1
corispermum_americanum,shape,203,Wed Jan 28 19:18:03 2015,Amaranthaceae,BP005058,1
chenopodium_atrovirens,shape,213,Wed Jan 28 18:49:10 2015,Amaranthaceae,BP004341,1
amaranthus_cannabinus,shape,220,Wed Jan 28 16:58:33 2015,Amaranthaceae,BP000763,1
chenopodium_incisum,shape,224,Wed Jan 28 18:52:48 2015,Amaranthaceae,BP006917,1
atriplex_lentiformis,shape,227,Thu Jan 29 04:13:57 2015,Amaranthaceae,BP002125,1
gomphrena_sonorae,shape,231,Wed Jan 28 21:14:22 2015,Amaranthaceae,BP009136,1
amaranthus_fimbriatus,shape,235,Wed Jan 28 16:59:34 2015,Amaranthaceae,BP000770,1
atriplex_elegans,shape,253,Wed Jan 28 17:38:51 2015,Amaranthaceae,BP002108,1
atriplex_corrugata,shape,264,Wed Jan 28 17:38:47 2015,Amaranthaceae,BP002102,1
achyranthes_aspera,shape,271,Wed Jan 28 16:33:37 2015,Amaranthaceae,BP000182,1
atriplex_obovata,shape,281,Wed Jan 28 17:39:40 2015,Amaranthaceae,BP002141,1
bassia_hyssopifolia,shape,289,Wed Jan 28 17:41:55 2015,Amaranthaceae,BP002318,1
atriplex_polycarpa,shape,293,Thu Jan 29 04:29:45 2015,Amaranthaceae,BP002148,1
guilleminea_densa,shape,297,Wed Jan 28 21:16:04 2015,Amaranthaceae,BP009227,1
amaranthus_arenicola,shape,311,Wed Jan 28 16:57:33 2015,Amaranthaceae,BP000757,1
neokochia_americana,shape,319,Wed Jan 28 23:36:02 2015,Amaranthaceae,BP013449,1
iresine_rhizomatosa,shape,334,Wed Jan 28 21:53:08 2015,Amaranthaceae,BP010334,1
atriplex_gardneri,shape,335,Wed Jan 28 17:39:07 2015,Amaranthaceae,BP002112,1
chenopodium_incanum,shape,345,Wed Jan 28 18:52:24 2015,Amaranthaceae,BP004353,1
chenopodium_leptophyllum,shape,347,Wed Jan 28 18:52:16 2015,Amaranthaceae,BP004354,1
allenrolfea_occidentalis,shape,373,Wed Jan 28 16:54:23 2015,Amaranthaceae,BP000574,1
alternanthera_philoxeroides,shape,391,Wed Jan 28 16:54:49 2015,Amaranthaceae,BP000738,1
atriplex_rosea,shape,394,Thu Jan 29 04:55:55 2015,Amaranthaceae,BP002152,1
chenopodium_capitatum,shape,408,Wed Jan 28 18:50:00 2015,Amaranthaceae,BP002484,1
atriplex_argentea,shape,434,Thu Jan 29 04:55:40 2015,Amaranthaceae,BP002095,1
chenopodium_desiccatum,shape,466,Wed Jan 28 18:50:33 2015,Amaranthaceae,BP004347,1
suaeda_calceoliformis,shape,495,Thu Jan 29 02:53:49 2015,Amaranthaceae,BP019538,1
atriplex_prostrata,shape,497,Thu Jan 29 04:14:05 2015,Amaranthaceae,BP002150,1
chenopodium_standleyanum,shape,500,Wed Jan 28 18:55:46 2015,Amaranthaceae,BP004363,1
amaranthus_powellii,shape,518,Wed Jan 28 17:01:17 2015,Amaranthaceae,BP000781,1
tidestromia_lanuginosa,shape,520,Thu Jan 29 03:09:46 2015,Amaranthaceae,BP020021,1
froelichia_floridana,shape,522,Wed Jan 28 20:55:53 2015,Amaranthaceae,BP008660,1
chenopodium_fremontii,shape,571,Thu Jan 29 04:17:17 2015,Amaranthaceae,BP004350,1
gomphrena_serrata,shape,612,Wed Jan 28 21:14:14 2015,Amaranthaceae,BP009135,1
salsola_kali,shape,645,Thu Jan 29 02:02:13 2015,Amaranthaceae,BP017843,1
dysphania_botrys,shape,664,Wed Jan 28 20:07:28 2015,Amaranthaceae,BP006914,1
atriplex_patula,shape,713,Wed Jan 28 17:39:45 2015,Amaranthaceae,BP002146,1
cycloloma_atriplicifolium,shape,769,Wed Jan 28 19:34:46 2015,Amaranthaceae,BP005691,1
froelichia_gracilis,shape,782,Wed Jan 28 20:56:19 2015,Amaranthaceae,BP008661,1
amaranthus_palmeri,shape,828,Wed Jan 28 17:01:05 2015,Amaranthaceae,BP000779,1
monolepis_nuttalliana,shape,913,Wed Jan 28 23:26:54 2015,Amaranthaceae,BP013048,1
amaranthus_blitoides,shape,979,Wed Jan 28 16:58:13 2015,Amaranthaceae,BP000759,1
halogeton_glomeratus,shape,1018,Thu Jan 29 04:42:54 2015,Amaranthaceae,BP009324,1
iresine_diffusa,shape,1027,Wed Jan 28 21:52:10 2015,Amaranthaceae,BP010330,1
amaranthus_spinosus,shape,1075,Wed Jan 28 17:01:57 2015,Amaranthaceae,BP000785,1
amaranthus_tuberculatus,shape,1145,Wed Jan 28 17:02:26 2015,Amaranthaceae,BP000790,1
chenopodium_berlandieri,shape,1238,Wed Jan 28 18:49:17 2015,Amaranthaceae,BP004342,1
grayia_spinosa,shape,1252,Wed Jan 28 21:15:46 2015,Amaranthaceae,BP009181,1
bassia_scoparia,shape,1258,Wed Jan 28 17:42:59 2015,Amaranthaceae,BP002319,1
amaranthus_albus,shape,1508,Wed Jan 28 16:57:24 2015,Amaranthaceae,BP000756,1
dysphania_ambrosioides,shape,1570,Wed Jan 28 20:07:51 2015,Amaranthaceae,BP006912,1
amaranthus_hybridus,shape,1652,Wed Jan 28 16:59:17 2015,Amaranthaceae,BP000774,1
amaranthus_retroflexus,shape,1720,Wed Jan 28 17:01:26 2015,Amaranthaceae,BP000783,1
chenopodium_album,shape,2948,Wed Jan 28 18:54:35 2015,Amaranthaceae,BP004340,1
atriplex_canescens,shape,2968,Thu Jan 29 04:13:48 2015,Amaranthaceae,BP002098,1
atriplex_confertifolia,shape,4210,Wed Jan 28 17:38:36 2015,Amaranthaceae,BP002099,1
agapanthus_praecox,shape,1,Wed Jan 28 16:47:41 2015,Amaryllidaceae,BP000383,1
allium_fistulosum,shape,1,Wed Jan 28 16:51:43 2015,Amaryllidaceae,BP000613,1
habranthus_robustus,shape,1,Wed Jan 28 21:19:40 2015,Amaryllidaceae,BP009280,1
hymenocallis_godfreyi,shape,1,Thu Jan 29 05:23:24 2015,Amaryllidaceae,BP010029,1
sternbergia_lutea,shape,1,Thu Jan 29 02:48:03 2015,Amaryllidaceae,BP019424,1
allium_shevockii,shape,2,Thu Jan 29 04:50:33 2015,Amaryllidaceae,BP000663,1
allium_tuberosum,shape,2,Wed Jan 28 16:56:42 2015,Amaryllidaceae,BP000673,1
galanthus_elwesii,shape,2,Wed Jan 28 21:04:51 2015,Amaryllidaceae,BP008731,1
hymenocallis_franklinensis,shape,2,Wed Jan 28 21:39:56 2015,Amaryllidaceae,BP010027,1
leucojum_vernum,shape,2,Wed Jan 28 22:19:53 2015,Amaryllidaceae,BP011279,1
narcissus_bulbocodium,shape,2,Wed Jan 28 23:33:28 2015,Amaryllidaceae,BP013336,1
allium_constrictum,shape,3,Wed Jan 28 16:51:05 2015,Amaryllidaceae,BP000597,1
allium_monticola,shape,3,Wed Jan 28 16:53:49 2015,Amaryllidaceae,BP000631,1
allium_munzii,shape,3,Wed Jan 28 16:53:56 2015,Amaryllidaceae,BP000632,1
allium_tuolumnense,shape,3,Wed Jan 28 16:56:39 2015,Amaryllidaceae,BP000674,1
allium_yosemitense,shape,3,Wed Jan 28 16:56:59 2015,Amaryllidaceae,BP000679,1
crinum_asiaticum,shape,3,Wed Jan 28 19:20:18 2015,Amaryllidaceae,BP005343,1
allium_dictuon,shape,4,Thu Jan 29 04:49:56 2015,Amaryllidaceae,BP000606,1
allium_scilloides,shape,4,Wed Jan 28 16:55:46 2015,Amaryllidaceae,BP000660,1
lycoris_squamigera,shape,4,Wed Jan 28 22:57:58 2015,Amaryllidaceae,BP012108,1
narcissus_papyraceus,shape,4,Wed Jan 28 23:34:07 2015,Amaryllidaceae,BP013338,1
zephyranthes_chlorosolen,shape,4,Thu Jan 29 03:49:35 2015,Amaryllidaceae,BP004967,1
allium_hickmanii,shape,5,Wed Jan 28 16:52:31 2015,Amaryllidaceae,BP000617,1
hymenocallis_occidentalis,shape,5,Wed Jan 28 21:41:10 2015,Amaryllidaceae,BP010034,1
narcissus_incomparabilis,shape,5,Thu Jan 29 05:35:08 2015,Amaryllidaceae,BP013342,1
zephyranthes_rosea,shape,5,Thu Jan 29 03:49:57 2015,Amaryllidaceae,BP021326,1
allium_coryi,shape,6,Wed Jan 28 16:50:57 2015,Amaryllidaceae,BP000598,1
allium_speculae,shape,6,Wed Jan 28 16:56:13 2015,Amaryllidaceae,BP000666,1
zephyranthes_smallii,shape,6,Thu Jan 29 03:50:04 2015,Amaryllidaceae,BP004970,1
allium_aaseae,shape,7,Wed Jan 28 16:49:11 2015,Amaryllidaceae,BP000578,1
allium_oleraceum,shape,7,Wed Jan 28 16:54:34 2015,Amaryllidaceae,BP000638,1
allium_paniculatum,shape,7,Wed Jan 28 16:54:37 2015,Amaryllidaceae,BP000640,1
allium_runyonii,shape,7,Wed Jan 28 16:55:35 2015,Amaryllidaceae,BP000656,1
crinum_zeylanicum,shape,7,Wed Jan 28 19:21:12 2015,Amaryllidaceae,BP005345,1
hymenocallis_duvalensis,shape,7,Wed Jan 28 21:38:46 2015,Amaryllidaceae,BP010026,1
allium_nigrum,shape,8,Wed Jan 28 16:54:13 2015,Amaryllidaceae,BP000636,1
allium_parryi,shape,8,Thu Jan 29 04:50:23 2015,Amaryllidaceae,BP000642,1
allium_abramsii,shape,9,Wed Jan 28 16:49:17 2015,Amaryllidaceae,BP000579,1
allium_columbianum,shape,9,Wed Jan 28 16:51:01 2015,Amaryllidaceae,BP000596,1
amaryllis_belladonna,shape,9,Wed Jan 28 16:58:01 2015,Amaryllidaceae,BP000798,1
hymenocallis_coronaria,shape,9,Wed Jan 28 21:37:25 2015,Amaryllidaceae,BP010024,1
hymenocallis_henryae,shape,9,Thu Jan 29 05:23:28 2015,Amaryllidaceae,BP010030,1
allium_tribracteatum,shape,10,Wed Jan 28 16:50:18 2015,Amaryllidaceae,BP000670,1
habranthus_longifolius,shape,10,Wed Jan 28 21:19:13 2015,Amaryllidaceae,BP021323,1
hymenocallis_pygmaea,shape,10,Wed Jan 28 21:38:54 2015,Amaryllidaceae,BP010037,1
zephyranthes_citrina,shape,10,Thu Jan 29 04:18:16 2015,Amaryllidaceae,BP021320,1
allium_passeyi,shape,11,Wed Jan 28 16:54:38 2015,Amaryllidaceae,BP000644,1
allium_praecox,shape,11,Wed Jan 28 16:55:04 2015,Amaryllidaceae,BP000651,1
allium_burlewii,shape,12,Wed Jan 28 16:50:25 2015,Amaryllidaceae,BP000591,1
allium_diabolense,shape,12,Wed Jan 28 16:51:23 2015,Amaryllidaceae,BP000604,1
allium_elmendorfii,shape,12,Wed Jan 28 16:51:35 2015,Amaryllidaceae,BP000609,1
zephyranthes_minuta,shape,12,Thu Jan 29 04:18:20 2015,Amaryllidaceae,BP021321,1
allium_howellii,shape,13,Wed Jan 28 16:52:38 2015,Amaryllidaceae,BP000620,1
allium_neapolitanum,shape,13,Wed Jan 28 16:54:07 2015,Amaryllidaceae,BP000633,1
allium_dichlamydeum,shape,14,Wed Jan 28 16:51:27 2015,Amaryllidaceae,BP000605,1
crinum_bulbispermum,shape,14,Wed Jan 28 19:20:39 2015,Amaryllidaceae,BP005344,1
allium_hoffmanii,shape,15,Wed Jan 28 16:52:32 2015,Amaryllidaceae,BP000618,1
allium_sharsmithiae,shape,15,Wed Jan 28 16:56:04 2015,Amaryllidaceae,BP000662,1
hymenocallis_choctawensis,shape,15,Wed Jan 28 21:44:37 2015,Amaryllidaceae,BP010023,1
allium_robinsonii,shape,16,Wed Jan 28 16:55:27 2015,Amaryllidaceae,BP000654,1
allium_parishii,shape,17,Wed Jan 28 16:53:49 2015,Amaryllidaceae,BP000641,1
hymenocallis_latifolia,shape,18,Wed Jan 28 21:40:11 2015,Amaryllidaceae,BP010031,1
hymenocallis_rotata,shape,18,Wed Jan 28 21:42:42 2015,Amaryllidaceae,BP010038,1
zephyranthes_refugiensis,shape,19,Thu Jan 29 03:49:49 2015,Amaryllidaceae,BP021325,1
allium_jepsonii,shape,21,Wed Jan 28 16:52:53 2015,Amaryllidaceae,BP000622,1
allium_lacunosum,shape,22,Wed Jan 28 16:53:01 2015,Amaryllidaceae,BP000624,1
allium_triquetrum,shape,22,Wed Jan 28 16:56:34 2015,Amaryllidaceae,BP000672,1
habranthus_tubispathus,shape,23,Thu Jan 29 04:36:12 2015,Amaryllidaceae,BP009281,1
allium_rhizomatum,shape,24,Wed Jan 28 16:51:58 2015,Amaryllidaceae,BP000653,1
lycoris_radiata,shape,24,Wed Jan 28 22:58:58 2015,Amaryllidaceae,BP012107,1
allium_membranaceum,shape,25,Wed Jan 28 16:53:41 2015,Amaryllidaceae,BP000630,1
nothoscordum_gracile,shape,27,Wed Jan 28 23:39:05 2015,Amaryllidaceae,BP013573,1
allium_hyalinum,shape,29,Wed Jan 28 16:52:46 2015,Amaryllidaceae,BP000621,1
allium_unifolium,shape,29,Wed Jan 28 16:56:42 2015,Amaryllidaceae,BP000675,1
hymenocallis_palmeri,shape,29,Wed Jan 28 21:41:16 2015,Amaryllidaceae,BP010035,1
allium_bigelovii,shape,30,Wed Jan 28 16:50:10 2015,Amaryllidaceae,BP000586,1
allium_douglasii,shape,30,Wed Jan 28 16:51:04 2015,Amaryllidaceae,BP000607,1
allium_nevii,shape,31,Wed Jan 28 16:54:05 2015,Amaryllidaceae,BP000635,1
allium_sanbornii,shape,31,Wed Jan 28 16:52:54 2015,Amaryllidaceae,BP000657,1
allium_punctum,shape,33,Wed Jan 28 16:55:12 2015,Amaryllidaceae,BP000652,1
zephyranthes_pulchella,shape,33,Thu Jan 29 04:48:17 2015,Amaryllidaceae,BP021324,1
allium_simillimum,shape,34,Wed Jan 28 16:56:06 2015,Amaryllidaceae,BP000664,1
zephyranthes_jonesii,shape,34,Wed Jan 28 19:17:03 2015,Amaryllidaceae,BP004968,1
narcissus_jonquilla,shape,36,Wed Jan 28 23:33:57 2015,Amaryllidaceae,BP013337,1
allium_madidum,shape,37,Wed Jan 28 16:53:33 2015,Amaryllidaceae,BP000628,1
allium_crispum,shape,38,Wed Jan 28 16:51:12 2015,Amaryllidaceae,BP000601,1
galanthus_nivalis,shape,39,Wed Jan 28 21:05:24 2015,Amaryllidaceae,BP008732,1
allium_gooddingii,shape,41,Wed Jan 28 16:52:06 2015,Amaryllidaceae,BP000615,1
tristagma_uniflorum,shape,41,Thu Jan 29 03:15:11 2015,Amaryllidaceae,BP020467,1
allium_fimbriatum,shape,42,Wed Jan 28 16:49:18 2015,Amaryllidaceae,BP000612,1
allium_haematochiton,shape,42,Wed Jan 28 16:52:24 2015,Amaryllidaceae,BP000616,1
narcissus_tazetta,shape,42,Wed Jan 28 23:34:54 2015,Amaryllidaceae,BP013341,1
allium_cratericola,shape,44,Wed Jan 28 16:51:07 2015,Amaryllidaceae,BP000599,1
zephyranthes_drummondii,shape,44,Thu Jan 29 03:49:41 2015,Amaryllidaceae,BP004969,1
allium_plummerae,shape,46,Wed Jan 28 16:54:57 2015,Amaryllidaceae,BP000649,1
allium_obtusum,shape,47,Wed Jan 28 16:54:20 2015,Amaryllidaceae,BP000637,1
allium_serra,shape,49,Wed Jan 28 16:55:58 2015,Amaryllidaceae,BP000661,1
hymenocallis_crassifolia,shape,52,Wed Jan 28 21:38:58 2015,Amaryllidaceae,BP010025,1
allium_atrorubens,shape,53,Wed Jan 28 16:50:03 2015,Amaryllidaceae,BP000585,1
zephyranthes_candida,shape,54,Thu Jan 29 03:49:56 2015,Amaryllidaceae,BP021319,1
allium_macrum,shape,55,Wed Jan 28 16:53:29 2015,Amaryllidaceae,BP000627,1
allium_cuthbertii,shape,57,Wed Jan 28 16:51:20 2015,Amaryllidaceae,BP000602,1
allium_anceps,shape,63,Wed Jan 28 16:49:58 2015,Amaryllidaceae,BP000584,1
hymenocallis_littoralis,shape,67,Wed Jan 28 21:41:06 2015,Amaryllidaceae,BP010033,1
allium_platycaule,shape,72,Wed Jan 28 16:54:56 2015,Amaryllidaceae,BP000647,1
allium_siskiyouense,shape,73,Wed Jan 28 16:56:07 2015,Amaryllidaceae,BP000665,1
allium_bolanderi,shape,74,Wed Jan 28 16:50:13 2015,Amaryllidaceae,BP000588,1
allium_longifolium,shape,81,Wed Jan 28 16:53:02 2015,Amaryllidaceae,BP000623,1
allium_nevadense,shape,81,Wed Jan 28 16:50:05 2015,Amaryllidaceae,BP000634,1
leucojum_aestivum,shape,81,Wed Jan 28 22:25:05 2015,Amaryllidaceae,BP011278,1
allium_fibrillum,shape,82,Wed Jan 28 16:51:40 2015,Amaryllidaceae,BP000611,1
allium_peninsulare,shape,83,Wed Jan 28 16:51:15 2015,Amaryllidaceae,BP000645,1
allium_lemmonii,shape,86,Wed Jan 28 16:53:13 2015,Amaryllidaceae,BP000625,1
allium_perdulce,shape,86,Wed Jan 28 16:54:45 2015,Amaryllidaceae,BP000646,1
zephyranthes_simpsonii,shape,86,Thu Jan 29 03:49:57 2015,Amaryllidaceae,BP021327,1
hymenocallis_liriosme,shape,92,Wed Jan 28 21:40:27 2015,Amaryllidaceae,BP010032,1
allium_cepa,shape,93,Wed Jan 28 16:50:51 2015,Amaryllidaceae,BP000594,1
crinum_americanum,shape,93,Wed Jan 28 19:28:23 2015,Amaryllidaceae,BP005342,1
allium_ampeloprasum,shape,98,Wed Jan 28 16:49:50 2015,Amaryllidaceae,BP000582,1
allium_crenulatum,shape,99,Wed Jan 28 16:51:12 2015,Amaryllidaceae,BP000600,1
zephyranthes_treatiae,shape,111,Thu Jan 29 04:18:32 2015,Amaryllidaceae,BP021328,1
allium_falcifolium,shape,113,Wed Jan 28 16:51:40 2015,Amaryllidaceae,BP000610,1
allium_parvum,shape,130,Wed Jan 28 16:51:08 2015,Amaryllidaceae,BP000643,1
allium_brandegeei,shape,134,Wed Jan 28 16:50:18 2015,Amaryllidaceae,BP000589,1
narcissus_poeticus,shape,136,Wed Jan 28 23:34:37 2015,Amaryllidaceae,BP013339,1
allium_brevistylum,shape,140,Wed Jan 28 16:50:20 2015,Amaryllidaceae,BP000590,1
allium_sativum,shape,181,Wed Jan 28 16:55:45 2015,Amaryllidaceae,BP000658,1
allium_bisceptrum,shape,182,Wed Jan 28 16:50:12 2015,Amaryllidaceae,BP000587,1
narcissus_pseudonarcissus,shape,194,Wed Jan 28 23:34:42 2015,Amaryllidaceae,BP013340,1
allium_campanulatum,shape,195,Wed Jan 28 16:50:31 2015,Amaryllidaceae,BP000592,1
allium_macropetalum,shape,204,Wed Jan 28 16:53:29 2015,Amaryllidaceae,BP000626,1
allium_validum,shape,211,Wed Jan 28 16:56:47 2015,Amaryllidaceae,BP000676,1
allium_tolmiei,shape,276,Thu Jan 29 04:11:42 2015,Amaryllidaceae,BP000648,1
allium_amplectens,shape,292,Wed Jan 28 16:49:51 2015,Amaryllidaceae,BP000583,1
allium_stellatum,shape,318,Wed Jan 28 16:56:15 2015,Amaryllidaceae,BP000667,1
allium_drummondii,shape,335,Wed Jan 28 16:51:32 2015,Amaryllidaceae,BP000608,1
allium_schoenoprasum,shape,448,Wed Jan 28 16:55:59 2015,Amaryllidaceae,BP000659,1
allium_geyeri,shape,510,Wed Jan 28 16:51:55 2015,Amaryllidaceae,BP000614,1
allium_acuminatum,shape,557,Wed Jan 28 16:49:26 2015,Amaryllidaceae,BP000580,1
allium_textile,shape,673,Wed Jan 28 16:56:32 2015,Amaryllidaceae,BP000668,1
allium_vineale,shape,1048,Wed Jan 28 16:57:10 2015,Amaryllidaceae,BP000677,1
allium_tricoccum,shape,1136,Wed Jan 28 16:50:29 2015,Amaryllidaceae,BP000671,1
nothoscordum_bivalve,shape,1247,Thu Jan 29 05:36:02 2015,Amaryllidaceae,BP013572,1
allium_canadense,shape,1935,Wed Jan 28 16:50:49 2015,Amaryllidaceae,BP000593,1
allium_cernuum,shape,2372,Thu Jan 29 04:11:38 2015,Amaryllidaceae,BP000581,1
talinopsis_frutescens,shape,42,Thu Jan 29 03:01:40 2015,Anacampserotaceae,BP019714,1
rhus_borealis,shape,2,Thu Jan 29 01:41:37 2015,Anacardiaceae,BP017064,1
pistacia_chinensis,shape,8,Thu Jan 29 00:35:19 2015,Anacardiaceae,BP015636,1
schinus_terebinthifolia,shape,11,Thu Jan 29 02:16:00 2015,Anacardiaceae,BP018128,1
pistacia_atlantica,shape,15,Thu Jan 29 00:43:45 2015,Anacardiaceae,BP015635,1
cotinus_coggygria,shape,31,Wed Jan 28 17:08:36 2015,Anacardiaceae,BP005131,1
rhus_michauxii,shape,32,Thu Jan 29 01:44:14 2015,Anacardiaceae,BP017057,1
metopium_toxiferum,shape,33,Wed Jan 28 19:39:10 2015,Anacardiaceae,BP012733,1
malosma_laurina,shape,61,Wed Jan 28 23:01:14 2015,Anacardiaceae,BP012302,1
rhus_kearneyi,shape,63,Thu Jan 29 01:43:50 2015,Anacardiaceae,BP017055,1
rhus_integrifolia,shape,73,Thu Jan 29 01:43:35 2015,Anacardiaceae,BP017054,1
rhus_lanceolata,shape,138,Thu Jan 29 01:44:09 2015,Anacardiaceae,BP017056,1
schinus_molle,shape,142,Thu Jan 29 02:12:04 2015,Anacardiaceae,BP018126,1
cotinus_obovatus,shape,163,Wed Jan 28 19:10:53 2015,Anacardiaceae,BP005132,1
mangifera_indica,shape,184,Wed Jan 28 23:07:23 2015,Anacardiaceae,BP012370,1
pistacia_mexicana,shape,192,Thu Jan 29 00:36:10 2015,Anacardiaceae,BP015637,1
rhus_ovata,shape,260,Thu Jan 29 01:44:52 2015,Anacardiaceae,BP017059,1
spondias_purpurea,shape,266,Thu Jan 29 04:43:58 2015,Anacardiaceae,BP019240,1
rhus_virens,shape,274,Thu Jan 29 01:46:42 2015,Anacardiaceae,BP017063,1
toxicodendron_diversilobum,shape,434,Thu Jan 29 06:00:51 2015,Anacardiaceae,BP020125,1
rhus_microphylla,shape,437,Thu Jan 29 01:44:49 2015,Anacardiaceae,BP017058,1
toxicodendron_pubescens,shape,680,Thu Jan 29 03:11:40 2015,Anacardiaceae,BP020126,1
toxicodendron_vernix,shape,696,Thu Jan 29 03:12:46 2015,Anacardiaceae,BP020129,1
toxicodendron_rydbergii,shape,734,Thu Jan 29 03:11:56 2015,Anacardiaceae,BP020128,1
