Species, X, Y
Tetramerium_nervosum, -89.475, 19.8416666667
Tetramerium_nervosum, -98.4666666667, 21.1333333333
Tetramerium_nervosum, -111.162, 28.058
Tetramerium_nervosum, -96.157, 15.725
Tetramerium_nervosum, -111.142, 28.03
Tetramerium_nervosum, -96.163, 15.719
Tetramerium_nervosum, -89.2783333333, 19.355
Tetramerium_nervosum, -98.3669444444, 20.5333333333
Tetramerium_nervosum, -100.792, 20.765
Tetramerium_nervosum, -98.701, 24.634
Tetramerium_nervosum, -101.98, 20.513
Tetramerium_nervosum, -89.533, 21.072
Tetramerium_nervosum, -103.702, 20.652
Tetramerium_nervosum, -101.917, 20.905
Tetramerium_nervosum, -100.462, 19.567
Tetramerium_nervosum, -100.858, 19.808
Tetramerium_nervosum, -101.661, 18.432
Tetramerium_nervosum, -99.533, 21.133
Tetramerium_nervosum, -110.95, 27.95
Tetramerium_nervosum, -96.95, 18.13
Tetramerium_nervosum, -108.779, 27.529
Tetramerium_nervosum, -98.8119444444, 21.2063888889
Tetramerium_nervosum, -100.736666667, 20.43
Tetramerium_nervosum, -100.31, 21.1716666667
Tetramerium_nervosum, -109.966666667, 23.1666666667
Tetramerium_nervosum, -95.6916666667, 16.6733333333
Tetramerium_nervosum, -98.6708333333, 21.3983333333
Tetramerium_nervosum, -109.983333333, 23.65
Tetramerium_nervosum, -111.616667, 31.783333
Tetramerium_nervosum, -110.8529, 31.8334
Tetramerium_nervosum, -101.69, 21.172
Tetramerium_nervosum, -110.8149, 31.8544
Tetramerium_nervosum, -110.841667, 31.75
Tetramerium_nervosum, -110.8715, 32.259
Tetramerium_nervosum, -110.583333, 32.183333
Tetramerium_nervosum, -111.5868, 31.7898
Tetramerium_nervosum, -111.5868, 31.7898
Tetramerium_nervosum, -110.8529, 31.8334
Tetramerium_nervosum, -110.841667, 31.75
Tetramerium_nervosum, -110.921, 31.7077
Tetramerium_nervosum, -111.121, 31.8051
Tetramerium_nervosum, -106.066, 23.288
Tetramerium_nervosum, -106.728, 24.517
Tetramerium_nervosum, -109.256, 31.3441
Tetramerium_nervosum, -111.078, 31.4169
Tetramerium_nervosum, -110.979, 31.4611
Tetramerium_nervosum, -111.241, 31.5879
Tetramerium_nervosum, -109.239, 31.3441
Tetramerium_nervosum, -109.256, 31.3441
Tetramerium_nervosum, -99.467, 24.067
Tetramerium_nervosum, -99.914, 25.079
Tetramerium_nervosum, -99.383, 21.333
Tetramerium_nervosum, -106.69, 24.413
Tetramerium_nervosum, -109.742, 28.533
Tetramerium_nervosum, -101.612, 19.677
