X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
-89.65,20.17,train,0.0016310208102970358,61.410016217468815,0.5885059848903458
-110.6667,29.3333,train,0.0021106075885174427,90.06582042730584,0.6492086142409915
-108.9333333,27.0166667,train,0.0016549703143306782,62.887588823908004,0.5920314352689462
-107.1666667,24.8666667,train,0.0017668271973266206,73.14002847167933,0.6077279988370422
-94.1333333,16.6166667,train,0.0013914521688871589,48.3596099971972,0.549570245832564
-99.52,17.16,train,0.0011604126484163668,34.349760323080005,0.50434044369857
-101.14,19.69,train,0.001227551731336858,38.51867186344185,0.5183937609790049
-88.71,20.5,train,0.0018292753597211977,78.03407472129408,0.6159768271455469
-90.71,19.36,train,0.0014379340584202344,52.34908080656617,0.5576904145885002
-89.59,21.09,train,0.001955661072582418,85.40226561741741,0.6316530126652401
-106.488,23.82,train,0.0013606994737188714,46.420541701764556,0.5440319967938391
-104.245,23.848,train,6.916178037861825E-4,15.166458348583722,0.377508886262903
-106.388,24.075,train,0.0012950450770876673,41.71477727122089,0.5317402713814885
-105.577,23.069,train,0.001229310985322857,38.76448735049182,0.5187512955817913
-98.7,24.534,train,0.001011495775682178,27.859585108481024,0.47004011795881717
-99.811,24.745,train,0.001202201704846511,37.28744946594052,0.5131822363160801
-96.613,19.238,train,0.002435040382543845,97.40364288689861,0.681038813904311
-98.684,24.585,train,0.0011241405489276735,32.685024723109336,0.4964013933524706
-107.401,24.809,train,0.0016674930936325088,63.849391767850705,0.5938508880695227
-111.0495,31.5565,train,0.001725982866263785,68.7965815467585,0.602138421642213
-111.19167,31.41667,train,0.0022198797685217854,93.96228014358141,0.6606157870913025
-112.0429,31.6634,train,0.0018305974454600451,78.17475209361132,0.6161477141518914
-104.229258,29.998304,train,3.611706952380161E-4,6.576515768646908,0.2405223176660072
-110.72,31.47,train,0.001863828814558494,80.30450693843694,0.6203936525553352
-110.40582,32.88731,train,2.8210011118535706E-4,4.950432787018019,0.19830742566444742
-110.84167,31.75,train,0.002036975246022477,87.85678441588239,0.6410794917114275
-109.62028,29.66222,train,6.424427289975748E-4,14.00257693684021,0.3603394672672455
-111.4276,31.5719,train,0.002310843105056358,96.4509868920285,0.669560729154241
-110.727,31.5148,train,0.001860347266788591,80.07345272147947,0.6199532288059244
-105.673,23.025,train,0.0013917997501497153,48.391054067585856,0.5496320729132448
-96.633,19.567,train,0.001832911431388296,78.4081913800372,0.6164464440678556
-106.823,23.764,train,0.001561304815112537,58.858214883580274,0.5778877640364458
-110.067,23.533,train,0.0012603486746306113,40.37841567650872,0.5249729396710489
-103.48,20.33,train,0.001268915211304586,40.761185769333466,0.5266619135693025
-110.25,23.917,train,0.00182837513355228,77.57033342806952,0.6158603807567268
-106.852,24.378,train,0.0010072665807548586,27.52031924916613,0.4689965375709184
-106.378,23.263,train,0.0017454810038376222,70.3588329562928,0.6048264931094222
-104.045,20.2,train,8.726178878809538E-4,21.695334333383656,0.43347895482859816
-106.432,23.95,train,0.0017719710327156347,73.6518993040002,0.6084208210810993
-99.842,20.823,train,0.001421800260082082,51.0925454244083,0.5549052987824099
-99.633,20.533,train,0.0015094031769092016,57.21869748631766,0.569619983039436
-90.722,19.355,train,0.0014483693700072526,53.09469464743631,0.559473334489528
-107.896,25.167,train,0.0013242562940491067,44.01609451956933,0.537290018395132
-99.329,21.398,train,0.0016551671607674516,63.05049570276306,0.5920601614726961
-99.545,21.287,train,0.0014740291925314918,55.38482795317204,0.5637969040658382
-99.95,25.1333333333,train,9.693712613244029E-4,25.721092664410815,0.4594589292989267
-101.275,19.988,train,0.0013823666945937472,47.9456317130291,0.5479480964864815
-109.757,28.612,train,0.0011043581927612505,31.849694915256432,0.49196341290118717
-101.127,20.592,train,0.0014693467152231444,54.50174996240536,0.5630142685719266
-111.3062,31.5441,train,0.002246488426813306,95.07881032759984,0.663282085138541
-110.6647,31.9004,train,0.002089683913732506,89.85482345257206,0.6469363030670356
-110.7562,31.5395,train,0.0018979534320953556,83.27606988745512,0.6246570651344107
-110.783333,31.808333,train,0.0022221722780184855,94.18462427965143,0.6608471672353716
-110.5195,32.132,train,9.085349954010529E-4,23.296852620379873,0.443409678804241
-110.8147,31.8253,train,0.0024847718669097495,97.89765386982857,0.6854143972544137
-108.71,27.66,train,7.510270984889706E-4,16.962951804087957,0.3970607851315903
-110.766667,31.808333,train,0.002158701603703004,92.41736397612841,0.6543223596594437
-110.9494,31.6775,train,0.0023347725368681313,96.68444834952795,0.6718360506511502
-96.214,15.77,train,0.001346930828320108,45.84064303995022,0.541508021009652
-96.7833333333,18.4,train,2.1393587984746748E-4,3.5167187419525523,0.15795910679187392
-99.1216666667,20.21,train,0.001429319877563325,51.38929984624584,0.5562077328934648
-99.3469444444,20.1872222222,train,0.0017081402691132327,67.76552260927265,0.5996463430780878
-112.421,30.111,train,9.634039958729222E-4,25.542579069839135,0.4579257579848894
-100.415,20.0983333333,train,0.001082385120750617,30.948413821718734,0.48694136759360207
-100.32,21.1183333333,train,8.271236649578864E-4,20.061726389318547,0.4203797878261128
-90.558,19.822,train,0.0017487218843540483,71.40789059437003,0.6052697740744354
-96.166,15.779,train,0.0013725200581643658,47.11634639566002,0.5461768020635756
-111.053,28.014,train,0.0020017283499666762,86.7861301796435,0.6370533430110591
-98.4666666667,21.1333333333,train,8.799839089578517E-4,22.000165456273212,0.43554436672917046
