X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
-108.500285709,32.7760566926,train,0.0018809740671645737,15.43768696917714,0.42657725468440716
-111.0096,31.4997,train,0.003891026078100269,62.92337055521879,0.6061251824274944
-112.2,30.77,train,0.0020910005154489006,16.843600976279227,0.4526481224727488
-109.564,31.329,train,0.0015168683963428353,12.350764494969706,0.3749657985466994
-109.267,28.3,train,0.0014035087484498962,11.61845636253872,0.35694601048240515
-111.617,25.917,train,2.4803530533508936E-5,1.1519088717404375,0.0097143547209121
-111.083,31.55,train,0.004661499493886376,89.23759084904265,0.6483325283619654
-113.751255068,34.8232954969,train,0.0013347744181677543,10.563067097663069,0.3455049178648113
-110.863,30.786,train,0.0022163639107111517,19.882668413471336,0.4671096829503768
-108.84,27.4,train,0.0015867908100996905,12.509465426201476,0.3855857238883393
-109.7462,32.7419,train,0.002662949930979547,30.803036763940128,0.5129508546629575
-113.9535,33.33,train,0.0030762121539764592,43.04279804656799,0.5488634259864279
-109.531,32.9549,train,0.0027808972732392668,36.007746691580124,0.5237706019544152
-109.8287,32.7615,train,0.0028030910296675086,36.84758074168248,0.5257530032702691
-110.8842,31.7881,train,0.0048346869180912995,94.47722534417879,0.6566040180487336
-112.80833,31.87917,train,0.0020658899568791766,16.427144278988184,0.44965656918124186
-110.9265,32.2217,train,0.003935554417979588,64.8812244844634,0.6088384389822172
-111.17,33.43,train,0.003572086449177797,56.6878882334087,0.5855332868143558
-114.191,33.2111,train,0.0024483202793359245,23.894359515910967,0.49194636972115247
-112.490919,33.342656,train,0.002164671254670589,18.340753657179604,0.46124017287443264
-110.79167,31.51667,train,0.003491572235417843,53.85555188203874,0.5799900715882066
-111.09167,32.22,train,0.004370014458999696,80.71453937068972,0.6334733787201596
-112.71667,32.05833,train,0.003915024598005159,64.09488791772465,0.6075921493838523
-110.81474,32.19158,train,0.0039047730133177057,63.70336575476044,0.6069668358041834
-112.763,34.2017,train,0.003400293435786892,50.743454812843986,0.5735236441785456
-110.68594,32.20594,train,0.004225002723441596,75.12319927192031,0.625603270736739
-112.3658,32.6734,train,0.004044049147693321,68.08419742409234,0.6152954584740158
-110.3,31.96667,train,0.0037583549130906163,62.150148830027184,0.5978132405435682
-111.748,34.5636,train,0.0025260492909824823,25.63036441685815,0.49975926015224165
-107.748657,32.18079,train,0.001254699951109306,10.25828975553767,0.33165194106593815
-110.6083,32.1505,train,0.00432207222633142,79.41085865814262,0.6309083158726332
-111.2276,33.7028,train,0.0021334007896151893,17.619642372080815,0.45762633964645405
-111.1826,32.2787,train,0.004375329723762705,81.15168290240513,0.633755568595246
-111.0982,32.2301,train,0.00463665062579919,88.77146213308494,0.6471129364972529
-110.70472,32.43028,train,0.003572120170846245,57.045455657250265,0.5855355778188382
-111.437,33.3843,train,0.0031038112608761286,43.960478189653344,0.5510740645070825
-110.91869,31.49819,train,0.003621966777590213,59.56555495087633,0.588894624066115
-111.09,31.399,train,0.004516559653514782,86.92339253569733,0.6410975646998118
-110.55,32.90833,train,0.004016539794761708,66.8737428905378,0.6136785087051586
-110.856,30.744,train,0.0023106913340433808,21.25476274920132,0.47749702748913
-108.845,27.4,train,0.0016219161800453406,13.31470844607893,0.3907855921648214
-110.75,30.321,train,0.002563381568432756,27.929257594486366,0.5034269001769064
-110.901,33.386,train,0.004389619411023672,82.02846759530004,0.634512064830202
-109.8619,32.7353,train,0.002548204265779522,26.14080128245788,0.5019423414653632
-111.46667,33.67917,train,0.002792944693587214,36.28733789863999,0.5248487591951578
-113.1987,34.3539,train,0.001999716620337047,16.170847477553263,0.4416140656363291
-111.1267,32.3254,train,0.0041150258564978445,70.12627873605874,0.619405494756491
-110.6008,32.1354,train,0.0042949136759731915,77.68450991295671,0.6294392535205419
-111.5132,31.761,train,0.004959732632299315,96.44372979865902,0.6623383876555397
-110.404,31.5457,train,0.0046305679936859525,88.3074462662699,0.646813108740333
-110.7709,32.6109,train,0.004585464239902859,87.38199149704077,0.6445738378872686
-109.1699,31.9275,train,0.0032692462762022078,48.411067303777145,0.5638839192238129
-110.5929,31.8956,train,0.004245885196058285,75.97031183618523,0.6267573753385411
-102.0,23.0,train,8.450440708689115E-6,0.7080112722537599,0.003330966731019426
-109.84306,32.64083,train,0.0018010055312662097,14.881817601080364,0.41598575464035625
-110.392,32.0578,train,0.00359685204641041,58.48053512682982,0.5872090344589219
-110.8,31.73333,train,0.004972453722480719,97.43775647242673,0.6629110393137914
-110.806,31.7639,train,0.004968644159714735,96.94099031185061,0.662739752161338
-110.835,33.7613,train,0.0034635003711255318,52.115081120550265,0.5780223655569097
-111.0043,32.2347,train,0.0038937184954711355,63.31255558160696,0.6062903088892699
-110.7288,32.1699,train,0.00403592817034901,67.67976776555349,0.6148195320259626
-110.756,31.4959,train,0.004291070774914706,77.25501064866074,0.6292304380550092
-108.98,29.69,train,6.806012379805096E-4,7.759146435364238,0.21208581608971275
-110.608333,32.15,train,0.004316581718137632,78.97867700556728,0.6306122630206143
-109.383,28.492,train,9.281872173088089E-4,8.647270023772402,0.268520620585069
